ra dec u g r i z 
119.75809414 26.13518212 19.497545 19.584221 19.821827 20.108946 20.271856 
119.78152472 43.56434292 19.483021 19.579992 19.837484 20.090057 20.33857 
119.90917662 23.8538707 19.476896 19.587793 19.910004 20.254898 20.789835 
120.05519193 38.63990281 19.434723 19.560911 19.844685 20.161676 20.337917 
120.06900217 35.04233486 20.21245 20.242313 20.433798 20.525364 20.70693 
120.3520202 14.76422052 20.321613 20.287516 20.647768 20.743635 21.237844 
120.87830304 36.04578696 19.921144 19.853512 20.020945 20.268549 20.416756 
120.95205149 39.52084545 17.37602 17.513426 17.821779 18.116039 18.389303 
120.99792975 40.23342312 19.853374 19.921459 20.229767 20.496138 20.321236 
121.0621937 47.20237804 19.48554 19.509367 19.723116 19.928345 20.652811 
121.24813016 35.22432868 18.600006 18.569183 18.742405 18.950268 19.183388 
121.78899869 43.93353168 19.724112 19.888458 20.10763 20.471331 20.705196 
121.94939042 8.22114327 19.392059 19.419079 19.68318 19.907526 20.303085 
121.95156447 34.05582884 20.268288 20.378035 20.650539 20.817604 20.468945 
122.17381636 -7.48133893 19.030321 19.119417 19.453678 19.621233 19.893152 
122.23687575 31.7710045 20.037203 20.053074 20.222097 20.36364 20.619755 
122.31874705 20.21338102 19.596132 19.626249 19.814775 20.072308 20.231991 
122.5464405 21.76121968 18.465229 18.566584 18.822062 19.232376 19.539352 
122.62167106 34.18674211 19.325411 19.360144 19.541075 19.726412 19.851748 
123.09937705 25.81194421 19.169886 19.304092 19.672977 19.860254 20.043026 
123.21269531 16.12463481 19.673874 19.736179 19.958755 20.216309 20.630388 
123.35327489 19.40399102 20.263704 20.39703 20.81406 21.067299 20.632607 
123.43924444 36.86125587 18.755154 18.814327 19.182442 19.508944 19.822836 
123.72317213 30.1263592 18.555277 18.663925 19.026484 19.294302 19.604803 
123.79555002 28.06300503 19.764965 19.83289 20.146963 20.364721 20.39023 
124.14903925 12.67366107 18.838718 18.988085 19.344051 19.629118 19.96793 
124.23405459 20.82945592 16.825268 16.999615 17.349997 17.65538 17.988197 
124.64625986 -0.09803688 19.518196 19.684372 19.963224 20.233423 20.490789 
124.76747724 35.71551465 18.164433 18.217125 18.499041 18.861738 19.050827 
124.96762454 14.33704207 18.720661 18.828947 19.638853 19.461168 19.603882 
125.17292836 6.34023629 19.951946 20.041363 20.289419 20.515457 20.969614 
125.21767108 33.43057091 19.854868 19.889666 20.21207 20.418112 20.570311 
125.41970131 8.24875919 19.936457 20.110546 20.403904 20.648733 20.792482 
126.79195794 44.497519 19.327162 19.360346 19.606581 19.753531 20.081539 
126.86627409 42.55131466 19.97496 19.995544 20.34095 20.561352 20.620323 
127.21889461 8.8086986 19.949268 20.14213 20.453533 20.780876 20.73473 
127.46432153 29.4397307 19.549595 19.551727 19.759483 19.969913 20.289745 
127.59099903 -3.96829956 19.314426 19.316374 19.645817 19.887527 20.128683 
127.64644634 56.74981878 17.171764 17.313574 17.704634 17.988695 18.241241 
127.73725743 25.64826883 19.273376 19.335039 19.598043 19.847605 20.051857 
127.74728111 19.53730425 18.890413 18.942657 19.209551 19.491306 19.624039 
128.13112723 44.56032089 19.7208 19.810068 20.159416 20.37936 20.414888 
128.37993787 -5.39330444 19.951727 20.106359 20.417816 20.582245 20.769751 
128.42522084 4.88114027 18.573908 18.622528 18.937435 19.152828 19.202652 
128.43351512 25.37497875 19.406878 19.438679 19.749348 19.942865 20.330263 
128.53028236 38.84933552 18.547585 18.661821 18.977772 19.2372 19.468258 
128.55018643 51.61877633 18.743227 18.744905 18.909227 19.11132 19.444368 
128.56436196 25.80553481 18.161659 18.34304 18.726503 18.998875 19.253824 
128.58495844 23.26683587 19.418659 19.624056 20.046143 20.364202 20.771896 
128.71168401 16.06894965 19.664169 19.71245 19.93111 20.133848 20.213064 
128.7400441 8.19561382 18.721241 18.871346 19.141914 19.463724 19.693821 
128.96075292 4.96539526 19.823429 19.954302 20.219969 20.520454 20.514404 
129.12193624 -4.11117677 19.608139 19.797308 20.182627 20.445478 21.022728 
129.29123571 24.10139213 19.926115 20.010683 20.300747 20.542233 20.859716 
129.40184302 29.64026871 19.678703 19.720205 20.067863 20.297466 20.383398 
129.77115829 25.89399417 18.993362 18.957657 19.145744 19.333033 19.795061 
129.7754176 43.41650023 18.336712 18.399118 18.616863 18.789446 19.022661 
129.85347727 18.90062661 18.949135 19.090801 19.32361 19.617041 19.838625 
129.89792158 7.75212446 20.055901 20.142899 20.444521 20.671816 20.637829 
130.09499135 31.27238829 19.854872 19.837366 20.01922 20.417572 20.791796 
130.54707708 46.30526021 18.293484 18.483753 18.749203 19.070293 19.343254 
130.60381814 17.40067674 19.97423 20.105692 20.4727 20.749599 20.767233 
130.68719646 29.91230937 18.895105 18.987892 19.257877 19.537687 19.976894 
130.89331243 22.90227245 19.679358 19.721697 20.084131 20.332663 20.333559 
130.96187789 36.23877293 16.897467 17.034086 17.382835 17.670496 17.897278 
131.12786456 10.97030555 19.06452 19.134939 19.371902 19.648163 19.857903 
131.21438886 19.9968853 19.782417 19.853077 20.201801 20.495014 21.202305 
131.23361474 7.85904554 19.659893 19.609247 19.852842 20.035912 20.292477 
131.8680402 8.23598981 19.176039 19.213562 19.558405 19.824802 20.18108 
131.89478117 9.95184749 18.600443 18.778198 19.097967 19.28688 19.64941 
132.09801669 3.53798374 19.214502 19.453545 19.874788 20.253101 20.470749 
132.31741965 1.62257677 19.304804 19.451651 19.788197 20.045761 20.530413 
132.35563211 41.97935054 20.134508 20.231861 20.437489 20.728626 21.025597 
132.47121972 10.93923048 17.758982 17.942196 18.314024 18.597353 18.958714 
132.67082655 27.37255567 19.800634 19.806314 20.085623 20.295847 20.330112 
132.81928337 25.1345825 19.262074 19.380255 19.673033 19.862131 20.162832 
132.89531641 11.70493745 19.278431 19.50614 19.91716 20.191195 20.472418 
132.97687546 7.92802109 19.470367 19.503119 19.864891 20.11351 20.262739 
133.01017487 21.51012964 18.102358 18.224489 18.559708 18.886938 19.107359 
133.0228793 3.23721922 18.509895 18.543087 18.813889 19.05018 19.327017 
133.05624352 1.28523555 19.468824 19.676479 19.988688 20.281485 20.477133 
133.06991807 61.04040763 18.821245 18.830824 19.126457 19.387266 19.593098 
133.32752664 3.41241794 19.912663 20.346022 20.817753 21.317036 21.558558 
133.61654598 38.14489562 18.39468 18.453651 18.691692 18.904142 19.075373 
133.64238085 56.62053162 20.138975 20.21685 20.559807 20.736986 20.632862 
133.68695195 15.48378825 19.174297 19.401979 19.741879 19.990202 20.437685 
133.96476949 1.60961113 19.480873 19.521744 19.823269 20.142036 19.966311 
134.32117093 38.03501805 19.13509 19.138668 19.288754 19.437193 19.692747 
134.3341305 36.0285488 18.641605 18.701597 19.041615 19.29287 19.604088 
134.5806978 29.09295871 19.3444 19.495329 19.778492 20.180492 20.12772 
134.59214617 13.23028259 18.858721 18.967363 19.342693 19.598772 19.715189 
134.6039603 59.00359745 18.758574 18.918619 19.285011 19.531261 19.762789 
134.95958199 -0.06101469 20.008236 20.177414 20.548119 20.793367 20.983162 
134.96892583 24.91926175 19.108585 19.199333 19.550432 19.801876 19.920969 
134.98298707 8.0270089 20.337412 20.357615 20.53676 20.844196 20.655668 
134.98815014 5.48159395 19.959412 20.126574 20.386513 20.728943 20.683594 
135.15916402 -0.76342512 19.316797 19.397753 19.738165 20.055117 20.225685 
135.44427316 9.6749415 18.612705 18.678017 18.928673 19.146997 19.451551 
135.66557152 36.74946955 17.253437 17.349155 17.672184 17.902903 18.178738 
135.84343621 83.76388979 18.336998 18.470535 18.882563 19.154144 19.495504 
136.03764854 1.46138823 17.839483 17.969595 18.306999 18.59959 18.859753 
136.17437168 43.62855066 19.745031 19.940041 20.206085 20.528568 20.732767 
136.23383607 52.84162412 18.667923 18.951288 19.396067 19.739752 19.929598 
136.33175318 12.75083148 19.812538 19.829073 20.079556 20.403353 20.277252 
136.41024908 29.10287729 16.852232 16.965548 17.282669 17.566835 17.842165 
136.48942607 52.8470379 18.975801 19.002542 19.243958 19.437883 19.623732 
136.50125395 2.2236318 19.880846 19.949207 20.246977 20.417948 20.158062 
136.91646164 10.44164572 20.016415 19.998953 20.297815 20.632166 20.588634 
137.10550132 22.31351955 20.160892 20.269295 20.655125 20.806065 21.195875 
137.2581653 5.93882495 19.1073 19.220146 19.47151 19.718256 19.795994 
137.56559845 39.81941664 19.441973 19.536007 19.770447 20.074827 20.297478 
137.62260363 9.03476954 16.984686 17.088905 17.395658 17.631077 17.873596 
137.80417448 3.19083522 17.608589 17.601469 17.844604 18.063889 18.278393 
138.14354117 35.30223292 20.1091 20.213493 20.564592 20.933178 20.940332 
138.46911484 8.04611009 19.363419 19.387148 19.65884 19.890202 20.167072 
138.51478113 19.33964692 19.642513 19.716097 19.951736 20.205803 20.413116 
138.65189847 1.75403415 20.279753 20.37508 20.496336 20.743923 21.087034 
139.05451377 29.70200624 20.025299 20.069641 20.316711 20.547617 20.810066 
139.2451967 33.98734954 20.175344 20.315155 20.60787 20.894318 21.632135 
139.26217412 39.82044276 20.306915 20.407774 20.736185 20.899136 20.664886 
139.27058018 6.30950981 19.467546 19.600569 19.927965 20.168036 20.35697 
139.28125998 63.95734599 19.21142 19.19945 19.445894 19.707317 20.058926 
139.48179495 0.56436061 18.634739 18.744352 19.122349 19.286247 19.488924 
139.51778131 22.4949717 20.332563 20.334579 20.575623 20.82671 20.695635 
139.59764813 2.30146276 19.550886 19.62524 19.924662 20.180788 20.642618 
139.61899232 22.67294166 19.224743 19.168922 19.348654 19.536514 19.679325 
139.62373991 43.63625439 19.360302 19.3897 19.623526 19.811073 20.189655 
139.77422688 20.38797031 17.146828 17.258818 17.585533 17.854782 18.15943 
139.99192296 57.89495625 19.638252 19.612404 19.78245 19.977919 20.446888 
140.07466912 24.54159444 19.501631 19.48513 19.707275 19.888559 20.174858 
140.14886956 1.82317815 20.283062 20.304546 20.578989 20.846405 21.541601 
140.50407743 0.14286914 18.439533 18.550495 18.939726 19.178606 19.492353 
140.6631212 1.45722237 18.746574 18.769833 18.908434 19.153429 19.250275 
140.67271473 36.63837847 20.420801 20.469137 20.851334 21.190145 21.693691 
140.70165171 7.61082235 20.127857 20.288378 20.610413 20.816021 21.113245 
140.79407523 20.431993 19.960848 20.006983 20.246063 20.455572 20.793297 
141.04415844 40.28489186 20.151167 20.178543 20.530695 20.755751 20.822138 
141.0609 9.16117871 18.628691 18.633821 18.935276 19.11792 19.308357 
141.11376009 60.7782745 19.587828 19.683689 20.000113 20.307394 20.5809 
141.21974375 2.12007609 18.554701 18.551649 18.777555 18.96472 19.26531 
141.2504934 66.998267 19.544361 19.464214 19.578241 19.792009 20.253769 
141.43505292 41.80088996 19.102888 19.276022 19.835938 20.296227 20.285191 
141.49548781 59.48558024 19.71467 19.764456 20.060911 20.288612 20.268597 
141.64429196 9.86143609 20.048962 20.124506 20.436949 20.596455 20.80065 
141.68071127 54.06856178 20.32239 20.305037 20.597858 20.782717 21.062729 
141.71427366 25.81637655 19.74497 19.837486 20.127304 20.332104 20.417107 
141.81256421 22.17858256 20.228062 20.272261 20.521982 20.695475 20.959604 
142.19404522 49.70255163 18.883942 18.974411 19.241007 19.455593 19.74828 
142.26583651 59.90166421 19.533108 19.578321 19.842598 19.998728 20.421854 
142.4640719 7.33414695 20.216532 20.324217 20.665403 20.904383 21.192633 
142.57005188 5.6339903 20.000544 20.011726 20.285393 20.649059 21.298788 
142.66706876 5.69007231 19.730524 19.755484 20.047985 20.223667 20.455585 
142.67416748 1.25233775 19.166737 19.231289 19.625456 19.83082 20.013046 
142.84526188 36.36928448 19.859274 20.001997 20.352301 20.596596 20.796848 
142.90952105 3.17021227 19.302261 19.417618 19.796297 20.068558 20.076693 
143.62211337 35.32922127 19.787632 19.934904 20.186069 20.567822 20.944374 
143.62492102 56.92595788 20.37492 20.36521 20.605265 20.764395 20.633339 
143.70279522 17.61424674 19.737198 19.786974 20.025658 20.315588 20.49608 
143.72599297 30.68515023 19.659996 19.793934 20.117203 20.359465 20.572496 
144.01370287 56.04937769 19.901649 19.901501 20.179344 20.331316 20.408979 
144.04257828 30.51366327 19.904148 20.015892 20.289373 20.52096 20.758171 
144.12919562 56.94386138 19.790312 19.923901 20.195517 20.505877 20.661755 
144.49799627 9.28144521 18.341793 18.530685 18.856785 19.188128 19.314348 
144.57997092 25.62665339 18.307091 18.446392 18.700283 19.010462 19.352955 
144.6873698 2.29877682 19.993311 20.413404 20.847208 21.262352 21.576597 
144.69194539 53.27574166 20.099884 20.162191 20.508453 20.751419 20.91531 
144.70563733 41.77914945 20.069555 20.174152 20.520016 20.779013 21.207354 
144.73207003 2.61587818 20.006516 20.039715 20.266125 20.455912 20.542627 
144.73937145 0.40798367 19.780439 19.73896 20.00033 20.159567 20.462748 
144.83767474 38.72892158 19.393242 19.590521 20.01634 20.337299 20.707184 
144.85106134 0.1960187 18.063524 18.144226 18.450981 18.728548 19.072521 
145.15971149 28.95155453 19.617598 19.700024 19.899729 20.172653 20.465347 
145.20652127 33.98140034 18.016001 18.132179 18.429358 18.647837 18.921766 
145.60049148 44.91479147 20.091877 20.204973 20.48971 20.76388 21.035704 
145.76506189 46.48715896 19.392006 19.786602 20.178377 20.531034 20.824036 
145.87094802 39.46694275 19.147764 19.205177 19.534313 19.777344 20.060686 
145.89786805 52.31012163 20.323149 20.327908 20.673693 21.08519 21.059137 
146.04654546 31.05943259 18.886845 18.917191 19.192511 19.413559 19.733677 
146.39375017 34.58206772 17.951708 18.081303 18.440027 18.706646 18.906065 
146.66153719 62.2998802 19.835867 19.762537 20.001514 20.083847 20.901569 
146.85987399 7.91852618 19.272774 19.356886 19.650787 19.880503 20.256401 
147.42829508 44.48958997 19.652058 19.739271 19.934139 20.231478 20.307707 
147.616129 0.09323269 18.411234 18.506981 18.826031 19.105118 19.348791 
147.64795429 48.63297491 18.748758 18.761543 18.948433 19.163151 19.444962 
147.9245739 50.287725 18.121754 18.235247 18.490458 18.789919 19.091192 
148.12098384 45.85852818 19.169264 19.264082 19.576597 19.869169 19.860498 
148.2361784 1.90213429 17.31632 17.505701 17.856058 18.169167 18.459911 
148.40828778 49.57770622 18.853252 19.09458 19.444242 19.690931 20.115067 
148.44562386 43.32564265 20.121922 20.202036 20.382711 20.611895 20.398264 
148.48593585 41.44719027 18.946171 18.978695 19.285915 19.578632 19.738297 
148.60347677 23.07195236 20.072371 20.104803 20.377733 20.595224 21.665062 
148.66860157 12.15476396 18.624052 18.964794 19.350342 19.664154 19.878885 
148.72968645 44.05843845 18.115473 18.161428 18.536684 18.76906 19.047054 
148.81365933 35.25608701 19.812069 19.901203 20.272526 20.537563 20.667992 
149.2064588 1.1367899 20.33177 20.474903 20.784204 21.028681 21.237726 
149.45582198 33.98988598 17.31567 17.521269 17.885481 18.197182 18.485329 
149.73151014 43.34138728 19.17948 19.213579 19.579227 19.735895 20.223499 
149.73330016 64.17756036 19.419291 19.503092 19.829348 20.06584 20.535286 
150.04926773 36.76619815 19.079151 19.163069 19.431549 19.673147 19.860203 
150.27257 56.86580486 20.102154 20.120283 20.490953 20.657001 21.314817 
150.36994189 23.89635995 18.985294 19.103827 19.456482 19.706594 20.037476 
150.57613246 27.65100994 19.88377 20.030121 20.330534 20.569653 20.793467 
150.67668831 70.0150765 19.7409 19.899616 20.327238 20.61928 20.866385 
151.17702524 53.53057661 17.70896 17.849276 18.148554 18.44891 18.712074 
151.17747703 2.28415132 19.569466 19.609528 19.859436 20.143145 20.019049 
151.63696109 42.73119985 18.758062 18.855345 19.175875 19.472572 19.653364 
151.86838177 61.1842891 19.401291 19.451952 19.723879 20.009548 20.278488 
152.26839623 6.13820485 18.393263 18.460165 18.796579 19.0404 19.34231 
152.59226021 3.03259087 20.338076 20.430559 20.719553 21.142056 22.026482 
152.59319904 27.3775871 18.686453 18.747997 19.021269 19.302563 19.594349 
152.88284635 5.12479757 18.8461 18.972189 19.388741 19.643486 19.714417 
153.00207134 2.29223908 19.429249 19.482698 19.775259 20.008865 20.133364 
153.03369404 28.54579342 19.037153 19.168758 19.529102 19.79821 19.990032 
153.10906889 0.6176885 20.256035 20.316975 20.53973 20.646683 20.966076 
153.29576008 28.90211615 19.999466 20.082733 20.386631 20.531622 20.707449 
153.33360983 35.6879873 19.126863 19.268162 19.594788 19.831469 19.977211 
153.48830402 23.75916138 18.779419 18.781382 18.944431 19.154316 19.311962 
153.76230011 46.80981938 18.452168 18.629179 18.952917 19.272587 19.488613 
154.27624868 46.99887226 19.405693 19.391052 19.644611 19.93301 20.105684 
154.31957063 46.87568208 18.925999 18.962185 19.098463 19.283321 19.509468 
154.58831077 14.0852602 18.19276 18.212923 18.490887 18.635193 18.889309 
154.78482549 0.92076111 19.583767 19.674366 19.931873 20.152962 20.332682 
154.96479969 29.01685567 18.349041 18.496681 18.787836 19.082506 19.415169 
155.80261908 5.17765136 17.429317 17.519854 17.80599 18.098129 18.346928 
156.08417715 16.32012527 18.623699 18.845203 19.20056 19.459843 19.787138 
156.50145068 59.24019032 17.356409 17.476774 17.828453 18.089699 18.385216 
156.56472992 0.99524558 19.734146 19.953882 20.372978 20.558046 20.695263 
156.56998718 8.21635893 19.413767 19.430826 19.68409 19.90053 19.979752 
156.90934479 35.31247459 19.95466 20.041021 20.335375 20.536739 20.844732 
