ra dec u g r i z 
157.42148335 45.3028141 18.822731 18.805546 18.978764 19.195311 19.371698 
157.60953082 7.93542724 19.515593 19.688555 19.986198 20.2104 20.583273 
157.65055267 21.42213859 19.883038 20.050299 20.366476 20.702486 20.983793 
157.7349493 23.64217188 18.620157 18.627831 18.843893 19.036423 19.283882 
157.79339759 8.0165002 19.503294 19.561768 19.96822 20.243015 20.8874 
158.97622332 62.81429794 19.679382 19.801556 20.01049 20.31167 20.376675 
159.29235372 66.53372842 17.197571 17.269703 17.531317 17.798258 18.006355 
159.42830022 51.94879166 19.849728 19.899137 20.222277 20.552769 20.991373 
159.82126907 5.9615917 19.23011 19.29891 19.537331 19.787186 19.729412 
159.92896461 42.4552027 18.72382 18.705002 18.928045 19.124826 19.309019 
159.99811576 40.04028839 17.751842 17.816391 18.191095 18.483715 18.721985 
160.15168722 9.89961081 18.554829 18.559217 18.714621 18.940104 19.146322 
160.18274066 37.88513459 18.975565 19.049162 19.374876 19.64876 19.775019 
160.82565412 49.38890623 18.600468 18.710066 18.95705 19.215429 19.404991 
160.82687732 41.90348973 19.047144 18.941275 19.434441 19.696159 19.919828 
160.95073821 33.74758656 19.528728 19.66419 19.974356 20.282305 20.545092 
161.74164707 -0.84603028 17.74777 17.891088 18.163855 18.422127 18.739563 
161.7779888 28.18960485 20.169548 20.165195 20.350975 20.522976 21.065117 
162.02847934 2.90882494 18.992872 19.025301 19.245451 19.432259 19.677279 
162.28464472 -0.25811555 19.357744 19.591675 19.864601 20.120161 20.426144 
162.50655704 0.09481806 19.850506 19.988186 20.240963 20.417435 21.067265 
162.74236724 9.9708894 20.215748 20.182087 20.526018 20.771799 20.912792 
162.87995537 30.89874583 19.943163 19.961178 20.282505 20.535057 20.356241 
162.95457803 11.02020549 17.633734 17.757206 18.12038 18.35866 18.684048 
163.43517406 20.23758792 17.509998 17.90719 18.223293 18.567204 18.905741 
163.51946836 44.63886014 18.007467 18.168621 18.591309 18.87553 19.256294 
163.6810456 4.48990644 18.270187 18.397097 18.67086 18.916113 19.216185 
164.31489096 10.49528918 19.690418 19.792963 20.072105 20.344913 20.546844 
164.46752119 62.21709043 20.125172 20.329264 20.581568 20.881998 20.821072 
164.62187695 65.87419317 18.887398 18.927509 19.17164 19.375586 19.271349 
165.64932045 62.57113396 17.696686 17.840532 18.205017 18.516993 18.787121 
166.29161384 66.96607584 19.663361 19.887196 20.213264 20.550901 20.478317 
166.49670758 37.29041583 19.044418 19.048683 19.273373 19.433748 19.652548 
166.56158455 30.62413346 19.386171 19.571785 19.925537 20.231573 20.620478 
166.70782643 37.78220217 18.416437 18.438908 18.695255 18.912588 19.074568 
166.75232038 -16.78924144 19.44232 19.461575 19.751348 20.101294 20.260349 
167.47539967 58.10854638 20.069597 20.24213 20.644514 20.896091 20.693193 
167.77702951 40.03422826 20.258308 20.354427 20.611338 20.970066 20.85247 
167.98880756 6.17428167 19.631821 19.740696 19.958067 20.2199 20.315657 
167.99210133 -15.5842716 19.140118 19.102114 19.33049 19.623386 19.69713 
168.69913976 29.54707548 19.061787 19.073717 19.268618 19.479071 19.628941 
169.22959048 -12.22880552 20.322132 20.330372 20.544006 20.804005 21.054749 
169.6625712 38.55927814 19.283739 19.371469 19.681389 19.81819 20.099154 
169.79695794 -13.11382774 19.059763 19.120171 19.347588 19.638983 19.956379 
170.05551002 66.88331497 18.94232 19.066446 19.331615 19.590485 19.690962 
170.09322832 14.17407157 18.31284 18.30621 18.50956 18.666159 18.924587 
170.47553824 54.41762011 18.478092 18.553877 18.957802 19.197929 19.650358 
170.91692085 67.70619439 19.630253 19.691851 19.976236 20.260696 20.749786 
170.98275904 56.61304109 19.398523 19.427118 19.722633 20.040201 20.203329 
171.27701708 45.47057987 18.0896 18.193399 18.593346 18.684664 18.931013 
171.63628705 -7.64369158 19.796492 19.832682 20.038504 20.202318 20.173222 
171.90799151 5.48477628 19.852446 19.959963 20.195475 20.497854 20.707066 
172.16537346 41.86131045 17.914627 18.000345 18.385597 18.673769 18.921162 
172.53247405 61.72786931 20.311424 20.239037 20.53319 20.613504 20.75296 
172.54937018 62.32395724 17.123072 17.234087 17.521139 17.806538 18.091328 
172.88324606 -2.43825212 19.507206 19.599888 19.897894 20.094959 20.688454 
172.99366606 -1.49884569 19.756872 19.8148 20.117393 20.401472 20.325481 
173.05652118 20.42178793 17.729528 17.900919 18.193169 18.458838 18.798807 
173.23882614 38.42914091 20.330688 20.319916 20.559292 20.666975 20.835423 
173.36435742 38.27273357 19.686073 19.849955 20.168831 20.436663 20.822884 
173.86534145 -0.14567215 18.4876 18.59417 18.937843 19.232845 19.416134 
174.31951165 40.92423886 20.176218 20.350098 20.599722 20.789608 21.364172 
174.44905312 35.73936056 18.720253 18.852999 19.121172 19.394444 19.616402 
174.45500215 16.06540742 18.954844 18.993643 19.385748 19.693058 19.80843 
175.0439173 -0.49318925 19.794313 19.796099 20.01704 20.27532 20.332932 
175.16398879 -0.83044449 18.633247 18.779461 19.148153 19.455572 19.743048 
175.21523424 66.66390444 18.35881 18.458408 18.757652 19.050781 19.382965 
175.46568183 39.98186409 20.396166 20.439972 20.683807 20.819559 21.185623 
176.26561516 14.62683157 19.944664 20.000282 20.218538 20.547722 20.809195 
176.4440912 15.14677223 19.352068 19.325413 19.581917 19.776152 20.103399 
176.52246048 0.24963422 19.619427 19.669668 19.903601 20.083628 21.091793 
176.96553983 0.28368354 19.693739 19.807377 20.122057 20.32571 20.438704 
177.29561199 -1.74553288 19.602909 19.705603 19.968561 20.20607 20.234089 
177.417232 64.53972326 19.718573 19.810537 20.089994 20.285147 20.479704 
177.92453591 59.57513629 18.361967 18.446589 18.733122 18.928673 19.239267 
178.57763733 1.69388685 18.153082 18.224403 18.588173 18.854292 19.163626 
178.61112931 25.29875065 16.845366 16.962307 17.350119 17.641592 17.914469 
178.66735139 42.9718649 20.015133 20.112347 20.374269 20.701895 20.829412 
178.84391622 34.42345997 19.233973 19.352209 19.691267 19.898949 20.319902 
178.91068446 25.69311446 18.662712 19.03208 19.463329 19.792311 20.242779 
178.97370402 24.46027229 18.313168 18.472075 18.746262 19.012621 19.245035 
179.23010562 16.363172 19.155537 19.215731 19.428785 19.6915 19.866076 
179.27302797 45.33641009 19.119339 19.257086 19.588037 19.841328 20.293867 
179.53558261 -3.06181527 19.01193 19.045168 19.336565 19.594337 19.821777 
180.0553477 44.86510811 19.809727 19.912464 20.217402 20.466307 20.724548 
180.25426996 67.50135915 16.875183 16.985003 17.307823 17.563395 17.893579 
181.3527789 6.50275154 17.354908 17.44899 17.766399 18.038099 18.305578 
181.74226115 -0.56022415 17.905434 18.059145 18.388941 18.654968 19.006805 
181.77531386 31.675035 18.513332 18.619225 19.001873 19.274628 19.624477 
181.78593515 32.36546844 19.887299 19.957462 20.249283 20.495077 20.615515 
181.89659772 22.98490369 18.205151 18.212704 18.631041 18.856838 19.222002 
181.97194768 22.55971887 20.086285 20.2246 20.440453 20.725332 20.727137 
182.62202447 28.54103684 19.413282 19.456951 19.707579 19.888906 20.08124 
182.6308316 21.74170471 18.059156 18.175907 18.545656 18.830606 19.127558 
182.65622483 19.53350046 17.477669 17.59651 17.952816 18.210762 18.51605 
182.78524921 5.5471478 18.458763 18.479069 18.780306 18.994738 19.206572 
182.8875351 19.12424415 19.777718 19.888758 20.119949 20.431053 20.600819 
182.89853398 18.17784867 19.350628 19.540997 19.918394 20.291489 20.466156 
183.0793262 -1.25997481 19.513025 19.529942 19.796106 19.938231 20.049078 
183.3031679 50.0782311 18.862881 18.976583 19.309994 19.576729 19.857519 
183.66503743 35.30373393 19.659052 19.68063 20.080597 20.316278 20.572872 
183.93953896 25.60956093 19.237341 19.375551 19.734148 20.091221 20.258711 
184.08370322 42.26710649 19.23155 19.298513 19.5539 19.783972 19.905827 
184.47755744 -2.72316862 18.364548 18.483757 18.774885 19.10988 19.280058 
184.55661964 46.30169143 17.894114 18.238159 18.686007 19.04303 19.310532 
185.17175243 21.62488971 19.429365 19.492338 19.739815 19.997427 20.291948 
185.30138587 40.41537794 19.261398 19.315649 19.609377 19.894209 19.928692 
185.32460561 3.9111375 18.979183 19.06953 19.335299 19.669691 19.83824 
185.68530222 18.38326834 19.196115 19.294239 19.708759 19.950514 20.111807 
185.74751283 50.61255912 18.44455 18.532188 18.871727 19.136719 19.365046 
185.80940841 43.8358875 18.839319 18.978497 19.360176 19.619249 19.984417 
186.35927758 62.26456576 18.99436 19.013521 19.251797 19.423325 19.744883 
186.63577496 -0.73352967 19.967203 20.009382 20.333317 20.550224 20.744835 
186.732987 -1.08189299 18.09548 18.064516 18.244764 18.472168 18.630241 
187.01336006 55.06092422 19.825233 19.976467 20.32703 20.579447 20.700228 
187.14026676 38.90049375 20.160139 20.194969 20.476933 20.752867 21.131496 
187.24750725 10.38886907 19.034155 19.106218 19.415476 19.68284 19.900908 
187.37276809 24.59553661 18.113777 18.133476 18.381197 18.574486 18.827641 
187.63646578 44.6249646 18.689997 18.649858 18.928391 19.092463 19.366573 
187.91870715 40.71154193 19.056736 19.153111 19.427795 19.681383 19.838337 
187.93220047 17.41978448 19.862995 19.91831 20.153364 20.43577 20.49078 
188.07468236 58.09816856 19.806091 19.836729 20.052912 20.278242 20.599556 
188.12670166 3.84354607 18.087603 18.216768 18.534954 18.790817 19.073893 
188.61345294 3.65009126 18.431955 18.524605 18.81669 19.016447 19.285364 
188.93484838 62.57067136 19.284857 19.345413 19.642843 19.903938 19.937456 
189.22898504 17.15516875 17.814005 18.029917 18.314196 18.632458 18.943789 
189.39800185 60.47584677 18.947699 18.892977 19.183846 19.422611 19.652115 
189.46025811 8.92390258 18.628363 18.867008 19.326529 19.617058 19.957619 
189.49359006 52.84604434 19.479256 19.72168 19.932327 20.237293 20.519871 
189.80954032 32.18293686 18.601025 18.630436 18.897339 19.123159 19.489426 
190.24440093 53.43988192 18.789373 18.9622 19.225172 19.560303 19.779449 
190.30411483 12.43715637 17.022974 17.117052 17.329151 17.555597 17.829966 
190.37439536 21.05606825 18.884274 18.991993 19.247747 19.54155 19.687881 
190.67263632 19.37554648 19.864492 20.026575 20.346041 20.569405 20.754669 
190.76803246 50.15794028 18.538303 18.531998 18.927076 19.191633 19.399351 
190.88070304 -6.58207937 19.711323 19.887798 20.248186 20.56778 21.591698 
190.98552668 15.62432694 19.230474 19.406336 19.764189 20.067915 20.511271 
191.17688547 59.70035711 19.940516 20.04781 20.316101 20.608774 20.690657 
191.21407383 -0.17937111 19.864422 19.834175 20.116844 20.319334 20.658981 
191.33146851 -8.75714396 18.962627 19.061733 19.3281 19.561945 19.824648 
191.64413477 16.09498433 19.95513 20.072193 20.38806 20.573893 20.603428 
191.94487955 47.09745579 18.954672 19.090956 19.358656 19.686956 20.16012 
192.02184558 51.97509437 19.117859 19.280449 19.531712 19.770922 19.860975 
192.19103947 36.99372402 19.955301 20.036001 20.361847 20.591963 20.672306 
192.22885946 1.98573543 18.647112 18.826658 19.161448 19.418116 19.665388 
192.33487611 29.08172306 18.500172 18.62677 18.921635 19.174913 19.514351 
192.58075935 32.81967768 19.761187 19.850599 20.201591 20.499048 20.765377 
192.62588943 59.82581576 19.167974 19.180428 19.467266 19.718634 20.138258 
192.88624336 62.32173824 17.92387 18.025517 18.293194 18.559963 18.803513 
192.90860519 49.01490714 18.637449 18.701334 19.031338 19.240088 19.511528 
193.02353983 66.4841091 18.57291 18.486507 18.745972 18.955376 19.125029 
193.07785822 56.6242816 19.896709 19.870071 20.258856 20.522448 20.732285 
193.19298725 3.89659857 19.211157 19.328806 19.654074 19.940121 20.129423 
193.26759113 9.64884925 20.001945 20.077841 20.331982 20.586338 20.792875 
193.27431887 61.49871221 19.190184 19.30501 19.578093 19.868027 20.152069 
193.40702025 39.62369807 20.301655 20.369787 20.647772 20.888796 21.012831 
193.64072959 42.62733101 20.326235 20.437218 20.64616 20.9454 21.438063 
193.79949122 48.85488326 19.893059 19.95573 20.301037 20.594572 20.927946 
193.88757211 19.88140162 20.086267 20.1625 20.346121 20.435541 21.16555 
194.0400101 55.36936391 19.750732 19.808615 20.09692 20.363245 20.45887 
194.46593304 26.60595607 18.696026 18.849764 19.174318 19.436434 19.5996 
194.49598256 -2.22037378 19.04528 19.157272 19.6108 19.87133 20.03421 
194.77333263 2.32168407 19.838923 19.988474 20.174784 20.456316 20.18976 
195.27607444 2.58203176 18.828968 18.895126 19.20685 19.503336 19.565588 
195.57374393 16.83572519 18.684231 18.8326 19.133705 19.466955 19.87125 
195.58306917 2.05632103 18.889008 18.932571 19.269327 19.523521 19.86404 
195.90835968 -3.23018506 19.145498 19.111938 19.324957 19.556339 19.886057 
196.14682621 28.30597114 20.034681 20.158838 20.48546 20.754532 20.902225 
196.42176421 8.26134803 17.050766 17.181143 17.516933 17.801622 18.094124 
196.64005248 64.87607123 19.890343 20.121746 20.508598 20.942499 21.241117 
196.92682428 62.49912273 18.699568 18.836596 19.157051 19.51952 19.732323 
197.02413257 21.30475881 19.464012 19.579187 19.949871 20.242195 20.392859 
197.02427983 2.73593129 19.803223 19.786463 19.995035 20.199562 20.366678 
197.12725578 47.0049631 18.649853 18.717104 19.036383 19.243309 19.614779 
197.29651858 -1.66299116 18.042807 18.181149 18.4704 18.688608 18.990456 
197.54053821 24.06592647 18.423376 18.464893 18.673721 18.902285 19.09897 
197.55120833 44.79121399 17.882069 17.838339 18.02224 18.232151 18.48904 
197.65966991 6.56849925 18.209208 18.270817 18.519667 18.755171 18.956934 
197.88749874 48.97006245 18.378654 18.344614 18.557739 18.744549 18.990042 
197.95205523 5.64656551 17.526102 17.640162 18.025888 18.262705 18.5037 
198.26431001 62.24233872 20.118288 20.110561 20.46591 20.66577 20.683249 
198.45992168 25.74929254 19.054354 19.078693 19.338297 19.610901 19.894621 
198.60935065 34.17470088 18.94696 19.013317 19.37504 19.661821 19.994371 
198.69235931 48.52357318 18.612038 18.713177 19.09613 19.337435 19.634295 
199.19175503 41.77750689 17.117756 17.24761 17.63291 17.909708 18.158728 
199.24231761 30.86331944 18.864012 18.932629 19.282183 19.58886 19.745626 
199.32088185 -2.32933138 18.21229 18.300064 18.605785 18.875664 19.148378 
199.37911455 1.72076976 20.001945 20.055971 20.338211 20.559698 20.668346 
199.47551016 2.62828552 19.627739 19.593779 19.955202 20.248234 20.065138 
199.97243179 43.03388918 18.926529 18.978855 19.321749 19.59997 19.804258 
200.01782042 66.75991714 18.421934 18.503063 18.782518 19.053202 19.182203 
200.06920567 50.66815965 18.817713 18.933659 19.254246 19.585041 19.755423 
200.75533779 35.99014774 18.542238 18.626373 18.924398 19.211756 19.410643 
200.88659648 36.34221145 17.907433 17.976177 18.297365 18.566282 18.877975 
201.21944845 14.69315043 18.332819 18.327776 18.617516 18.77668 19.005295 
201.32486212 46.5355836 19.688322 19.755299 20.123198 20.334364 20.318413 
201.97045346 25.52916772 18.56212 18.897551 19.350893 19.628881 19.99119 
202.13927761 4.94373074 18.502003 18.466557 18.617607 18.775185 18.933968 
202.42232461 37.8894877 18.878338 18.985636 19.293581 19.609322 19.818611 
202.43494385 0.47675811 19.672115 19.814117 20.130505 20.408155 20.897165 
202.60429132 28.80325542 19.840443 19.697556 19.932335 20.245033 20.439466 
202.6337382 55.27636445 19.394669 19.403065 19.671211 19.836849 20.023705 
202.70113279 56.13493521 18.357086 18.407093 18.761072 19.060856 19.400652 
203.06641353 64.11562987 18.264809 18.41037 18.77236 19.055916 19.233633 
203.15195484 18.95969215 20.091246 20.172653 20.451605 20.756229 21.341114 
203.18887325 18.83691303 19.599018 19.726089 19.984573 20.303326 20.455032 
203.76514441 23.98352671 19.087528 19.085571 19.310694 19.516468 19.753796 
204.41979987 21.5380068 17.155516 17.287804 17.600351 17.891602 18.166508 
204.47863963 34.81978397 18.107584 18.168589 18.581451 18.782938 19.122129 
205.33698181 0.70131685 19.702406 19.733362 19.962898 20.196987 20.302158 
205.55824627 45.34867947 16.929577 16.971479 17.323702 17.611391 17.895155 
205.6937833 52.32255061 19.111229 19.129877 19.407871 19.64559 19.931091 
205.73058206 14.02551683 19.828966 19.92272 20.137907 20.521461 20.896807 
205.81589056 10.1440973 19.874647 19.921755 20.248688 20.467066 20.761665 
205.873429 67.12588264 19.210621 19.246422 19.472767 19.686666 19.864887 
206.07106531 28.25311519 20.047173 20.017866 20.2356 20.471664 20.919697 
206.29376363 21.93285949 19.272882 19.347258 19.661278 19.858347 20.180336 
206.3538411 -2.62062 19.192921 19.442337 19.894503 20.179844 20.281681 
206.51312325 -2.95774587 19.197876 19.30743 19.574963 19.773476 19.932365 
207.5357079 5.24041713 20.040035 20.061024 20.39312 20.60519 20.888161 
207.56282882 14.902217 19.090145 19.201691 19.54327 19.757475 19.994543 
207.67716797 61.87314746 20.440664 20.508072 20.768562 21.104256 21.275551 
207.84131471 18.06996968 18.498255 18.652594 18.960026 19.225096 19.409279 
207.96859527 54.77430305 19.862921 19.907322 20.23613 20.477194 21.037191 
207.97283767 38.9478584 18.973736 19.0734 19.359676 19.53282 19.798046 
208.46881339 60.82187836 19.675537 19.766123 20.133759 20.397905 20.16708 
208.92167832 35.24488545 18.950212 18.966177 19.23247 19.447641 19.670574 
209.04299102 -0.37518005 19.222168 19.374279 19.662462 19.964323 20.136269 
209.63389387 -1.75551896 19.755806 19.692245 19.942047 20.08547 20.268036 
209.78390286 41.2721391 20.049768 20.079512 20.455864 20.691538 20.745113 
209.89370362 4.99506227 18.965742 19.054758 19.34354 19.641544 19.95154 
210.00721629 36.52775816 19.114386 19.090422 19.461636 19.669147 19.857801 
210.08406831 64.21026953 19.456121 19.458672 19.814308 20.061644 20.586943 
210.31486389 60.22050738 20.195263 20.291035 20.592033 20.848509 21.002979 
210.49623346 2.35743465 18.752342 19.030066 19.463961 19.834427 19.999851 
210.61331831 40.65618903 17.668695 17.777073 18.062109 18.323235 18.570026 
210.62236256 60.35487246 18.713457 18.803642 19.119686 19.324186 19.626556 
210.73151799 57.53251677 18.849316 18.912081 19.303509 19.552839 19.585922 
210.81391455 18.07697957 19.563025 19.718445 19.87657 20.080618 20.201221 
211.01820849 3.1217426 19.372692 19.445345 19.697487 19.914392 20.148382 
211.56929844 19.77470497 19.220383 19.306477 19.582754 19.832245 20.030762 
211.68945108 55.39452357 18.866856 18.941208 19.220034 19.46847 19.727068 
211.6990002 31.81623621 19.395485 19.48184 19.794643 20.013866 20.339031 
211.88770873 62.09451592 19.352793 19.317253 19.547665 19.782974 20.119692 
212.06098028 0.64416808 18.999262 19.186356 19.600185 19.85342 19.975328 
212.49066231 12.73133182 18.546576 18.567568 18.809158 19.052534 19.320282 
212.62487726 28.86301263 18.488665 18.582125 18.976109 19.2323 19.544847 
212.6858778 37.59577897 19.173353 19.257299 19.589226 19.963202 20.411224 
212.70349555 34.46295553 19.230488 19.247959 19.560163 19.774553 20.255875 
213.06072638 54.80811665 19.443655 19.528288 19.82703 20.148396 20.275515 
213.06222393 1.40630598 18.881332 19.006268 19.347254 19.52136 19.750206 
213.24238842 4.93396006 17.215895 17.353214 17.750702 18.087681 18.39768 
213.25682823 49.66595167 16.898365 16.980474 17.321634 17.543602 17.794636 
213.3429623 34.51309646 18.673256 18.813004 19.170988 19.38777 19.655386 
213.37150898 42.42301681 19.706766 19.72415 19.940413 20.172119 20.319948 
213.40726981 45.0754615 18.847162 19.010391 19.317223 19.634367 19.754419 
213.4561393 57.28789875 18.246567 18.416573 18.816866 19.136251 19.542398 
213.63162546 -2.66889454 18.138773 18.020037 18.179792 18.31624 18.469992 
213.68950163 56.56251274 17.851412 17.9209 18.22621 18.457232 18.731304 
214.0907738 32.44404136 17.97559 18.217157 18.643965 18.947351 19.244259 
214.51479611 20.01489938 18.764553 18.850952 19.183968 19.437658 19.794504 
214.6441399 30.70424276 19.690311 19.713669 19.93144 20.182444 20.193516 
214.68732176 56.54055104 20.153561 20.142876 20.615459 20.83564 20.692427 
214.7257477 12.90126613 18.126461 18.241558 18.514517 18.79603 19.072674 
214.81643983 20.75989077 20.334097 20.445599 20.754143 21.035463 20.894754 
215.06883671 14.43850128 19.679209 19.728233 20.061914 20.260378 20.555235 
215.12036399 30.51179756 19.571175 19.671255 20.035393 20.269779 20.48077 
215.51200796 -2.04771248 18.172361 18.29143 18.53257 18.746845 19.04088 
215.84078874 59.38527099 18.488394 18.64925 18.889288 19.142105 19.352005 
215.97053041 14.19263281 20.25938 20.390656 20.53039 20.759901 20.711 
215.98484218 36.39334296 17.481482 17.665504 18.064018 18.302803 18.55497 
216.02308943 18.30204128 18.662914 18.800404 19.241062 19.469898 19.795179 
216.1567872 60.11394733 19.344849 19.387833 19.710606 19.967699 20.052311 
216.27156138 33.99677767 20.139168 20.186497 20.438036 20.690027 20.85284 
216.31687711 50.15723705 18.554047 18.686886 19.064465 19.345707 19.815605 
216.63365409 45.94432699 19.287403 19.292498 19.469957 19.630331 19.771376 
216.67044316 10.30455015 18.769779 18.807877 19.095865 19.369078 19.62686 
217.35422026 8.53851227 19.977324 20.082638 20.440165 20.790548 21.026102 
217.49896009 14.66620605 19.153248 19.3563 19.675249 19.995998 20.365627 
218.11354703 36.5375692 18.490501 18.638269 19.116121 19.370871 19.661701 
219.15939427 32.08992475 19.193443 19.245775 19.461357 19.720596 20.197334 
219.16465042 -1.25499202 18.819077 18.813749 18.985601 19.188538 19.27457 
219.69254861 28.08221075 18.860947 18.952965 19.29705 19.453814 19.616467 
219.76639626 -0.52205791 19.36845 19.503794 19.784863 20.007214 20.308193 
219.90240779 57.23739368 19.470455 19.382463 19.629608 19.833273 20.193804 
220.5225425 12.49077188 17.740381 17.983252 18.421379 18.775969 19.040417 
220.55287883 10.8520362 17.526423 17.623533 17.871439 18.142044 18.351114 
220.82015544 47.22661299 20.009464 20.078604 20.242718 20.492542 20.598701 
221.05345155 3.96881412 19.716078 19.74416 19.920626 20.144299 20.243103 
221.50420909 62.95936578 19.308537 19.358177 19.676954 19.947004 20.696371 
221.70644642 -1.16487034 20.308823 20.404062 20.687506 20.871553 20.752016 
221.71196294 28.86176252 18.647547 18.836023 19.174475 19.405258 19.734358 
222.05968592 15.08046483 15.660916 15.72776 16.07291 16.393797 16.671381 
222.11015124 63.14311173 17.396244 17.472984 17.726078 17.964781 18.20591 
222.40350816 9.62771439 18.290918 18.36915 18.73452 18.978369 19.241529 
222.4491131 20.88174825 19.071333 19.169344 19.45789 19.750708 19.831942 
222.5974442 -0.91139389 18.699814 18.696522 18.916784 19.097462 19.366407 
222.6275665 -2.05051995 19.052883 19.163185 19.431519 19.71825 19.894552 
222.63042405 60.0170402 18.720491 18.799953 19.100733 19.297077 19.641209 
223.39356308 2.14456838 19.50495 19.680822 19.888111 20.258915 20.251564 
223.45454557 19.86710066 18.388243 18.440351 18.669979 18.918304 19.194611 
223.70330993 43.77900677 20.166449 20.243883 20.534681 20.801939 20.937187 
223.80987288 4.69816358 18.942244 19.071621 19.341627 19.579079 19.904186 
223.97483967 13.02318586 19.312347 19.442785 19.725492 19.996643 20.221725 
224.14345506 41.56873173 19.540043 19.494028 19.788862 19.927765 20.37648 
224.18712389 1.17155075 19.029001 19.054632 19.360336 19.544128 19.934311 
224.20632837 57.50830042 19.773512 19.929134 20.268126 20.577789 20.799809 
224.93425605 1.61513742 20.322281 20.449099 20.609871 20.885572 21.238152 
224.9460449 -0.66515164 18.345499 18.396713 18.671516 18.924751 19.133322 
224.9826477 48.73366819 18.933102 18.900517 19.008539 19.302229 19.529947 
225.01607535 0.40551621 18.842102 18.799175 18.999027 19.157848 19.476301 
225.60006452 51.04136596 19.795929 19.84701 20.052801 20.260006 20.650511 
225.75145801 -2.32981479 18.697878 18.963966 19.36558 19.772181 20.135601 
225.94710122 61.9798279 19.540873 19.676085 20.035156 20.191214 20.466724 
226.13205468 16.41486441 17.117224 17.174067 17.474195 17.735415 17.949472 
226.64123303 53.32486676 18.684099 18.807447 19.091776 19.32126 19.573177 
226.69834275 31.05369184 18.919685 19.028242 19.329432 19.601316 19.767435 
226.76957749 52.49494884 19.719318 19.724207 20.014879 20.234892 20.866182 
227.52103617 5.15160706 18.353619 18.358885 18.549879 18.74386 18.917154 
228.20031652 57.93047387 19.842604 19.957573 20.308929 20.636162 20.520754 
228.61975841 11.40471317 18.83884 18.985888 19.266754 19.580824 19.712244 
229.29688702 6.34318875 19.712364 19.828848 20.158836 20.348274 20.375313 
229.37274388 43.50796207 18.151642 18.33304 18.691893 19.008059 19.250502 
229.66883996 49.26738341 19.775318 19.78562 19.939627 20.167559 20.710993 
229.68469221 48.28707092 19.901577 19.970682 20.270647 20.68701 20.82325 
229.77924999 46.75595052 19.043955 19.207176 19.494873 19.770222 19.94738 
230.02525974 58.01027724 18.946083 19.097311 19.349165 19.646179 19.815193 
230.20094398 15.50380532 18.565884 18.643393 18.942816 19.267477 19.364208 
230.39960867 48.25222454 18.854471 18.929676 19.295448 19.564289 19.790693 
230.59677021 40.17260638 20.19647 20.225729 20.605228 20.801729 20.600296 
230.64600298 16.85493045 18.310249 18.32165 18.572865 18.759079 18.980249 
230.77016772 5.19932922 18.32045 18.361794 18.582424 18.783283 18.9419 
230.83735045 0.92365137 19.043163 18.994829 19.207617 19.400373 19.660688 
230.90928133 38.18473373 20.042809 20.142233 20.563318 20.731535 20.84956 
231.32667652 17.56360549 17.648592 17.662066 17.832561 18.004463 18.193468 
231.60147406 38.87777546 19.908985 19.958166 20.311939 20.622095 20.950518 
231.8258489 41.80992843 18.253557 18.281597 18.521605 18.772369 18.993849 
231.91482024 31.71165787 18.314795 18.41481 18.690407 19.015038 19.228554 
232.15073999 36.43592639 19.409895 19.494057 19.755171 20.032087 20.168159 
232.18032867 41.40741462 20.005791 19.937853 20.156885 20.366453 20.813614 
232.49792885 57.26354414 19.950197 20.062162 20.376642 20.712944 21.229107 
232.54721976 2.85830305 19.203228 19.366579 19.711864 20.056852 20.576294 
232.76855903 15.02150598 20.007027 20.045649 20.271938 20.5333 20.528957 
233.1062174 47.45023362 19.259529 19.39852 19.619423 19.882927 20.098581 
233.15372354 49.16977233 19.564472 19.531704 19.723955 19.965801 20.08173 
233.18220305 35.01470842 19.021387 19.004593 19.225863 19.354639 19.567448 
233.31982115 34.13436881 17.326534 17.406937 17.756969 17.957827 18.191767 
233.72913439 22.82186374 17.633646 17.651451 17.975828 18.260403 18.537487 
234.06547916 57.81744171 18.802277 18.82913 19.1266 19.347269 19.447161 
234.48043225 9.54706428 18.751101 18.80839 19.059484 19.318708 19.557552 
234.89593146 14.84744119 20.217566 20.186495 20.425879 20.697569 20.886425 
235.49060483 12.79532807 18.995783 19.093361 19.410828 19.623093 19.713575 
235.52123796 30.82483614 19.553301 19.532192 19.703074 19.870235 20.121895 
235.8063942 0.49933728 19.008244 19.077511 19.307867 19.512009 19.637396 
235.87751882 29.07526991 19.097902 19.10211 19.404303 19.658478 19.834316 
236.45952214 11.99963711 17.349625 17.404789 17.732782 17.984125 18.227741 
236.52868706 56.84975804 18.216438 18.239311 18.407352 18.5744 18.784452 
236.89415401 41.92515479 20.034914 20.141722 20.496052 20.879332 21.216585 
237.1851336 41.08883694 19.123404 19.22023 19.460854 19.745201 20.032757 
237.41101314 -0.22173525 20.371283 20.230101 20.315256 20.569984 20.785339 
237.48016702 28.86916957 19.153507 19.159105 19.375467 19.604336 19.892929 
237.56097186 33.80055852 19.770605 19.833065 20.167789 20.371275 20.500362 
237.81385246 36.62834762 17.759636 17.884594 18.161495 18.425755 18.721535 
238.2968985 39.23385591 20.434374 20.471422 20.728714 20.964354 21.176048 
238.36481875 15.09603388 17.988035 18.071053 18.517881 18.816526 19.093094 
238.39004596 2.74998718 19.285873 19.259949 19.474844 19.640078 19.948166 
238.50036948 9.79392 20.064024 20.126543 20.42732 20.662251 20.884218 
