ra dec u g r i z 
157.7257701 1.37938705 18.754246 18.443857 18.819504 19.122873 19.266016 
157.74827306 24.81254188 19.347946 19.124603 19.374285 19.727692 19.783342 
157.75989901 8.72111899 19.400545 19.028929 19.277931 19.564081 19.746202 
157.76476334 32.58136968 16.353815 16.166454 16.443207 16.676962 16.929712 
157.76496542 24.77924072 20.641493 20.212198 20.323122 20.536369 20.708033 
157.78261956 27.23478638 20.04022 19.674667 19.893003 20.14904 20.213709 
157.80302716 44.79167021 18.72002 18.327002 18.198658 18.185478 18.324003 
157.81336833 60.690641 20.439241 20.198093 20.135975 20.243967 20.265488 
157.81586865 31.83096307 18.965754 18.631403 18.888763 19.162495 19.485487 
157.81815113 61.37573694 19.228312 18.687809 18.891842 19.120949 19.309799 
157.83236401 37.49769764 19.275005 18.849079 18.912067 18.896646 19.041868 
157.84620092 20.78884248 17.335905 17.250267 17.637856 17.946568 18.227491 
157.88530466 18.07606867 19.656742 19.79627 20.276054 20.525698 20.997181 
157.90369837 21.35655341 18.628822 18.968214 19.435083 19.79936 20.033476 
157.90554203 36.67257709 20.417162 20.14868 20.424488 20.67593 21.145905 
157.9064355 16.70854447 19.129869 19.059067 19.407524 19.700138 20.270136 
157.92325057 29.93100898 19.381416 18.899559 19.061365 19.249634 19.428743 
157.92645377 56.26719695 18.848858 19.101746 19.571634 20.00222 20.159161 
157.92787433 25.08959211 19.242872 18.85214 19.102831 19.279922 19.567089 
157.94897962 37.24268109 20.299486 19.963951 20.128395 20.255644 20.743765 
157.96148457 8.29630283 19.721756 19.453653 19.770924 19.943861 20.327137 
158.01149192 27.49860362 20.842119 20.316206 20.474236 20.69096 20.706892 
158.03690526 21.82989095 19.082041 18.833763 19.078907 19.250309 19.552687 
158.08026841 5.43343511 19.5945 19.127775 19.274246 19.520798 19.640265 
158.08412944 1.20750775 19.814131 19.408182 19.315563 19.284529 19.244823 
158.1101938 18.05082072 18.537128 18.070742 18.108641 18.183159 18.296694 
158.13726654 21.78675622 18.656754 18.313486 18.60331 18.864964 19.096834 
158.14117147 58.24206 19.581985 19.119307 19.077047 19.05958 19.110582 
158.14751361 0.13777492 20.379364 19.900782 20.089584 20.323715 20.524366 
158.15564941 51.4827641 19.503891 19.464296 19.806906 20.099424 20.39131 
158.16640324 33.52749299 19.448954 19.10503 19.346603 19.60611 19.669443 
158.19679885 57.14554195 19.35961 19.432291 19.841074 20.144547 20.132208 
158.22405867 26.93222033 19.279057 18.983711 19.177191 19.418676 19.651726 
158.26725218 2.59786386 19.825901 19.819868 20.154303 20.469292 21.30187 
158.26780165 38.27528646 18.366611 18.472275 18.894627 19.212524 19.566986 
158.27735404 20.36378294 18.880238 18.39645 18.604931 18.81465 19.051474 
158.28014571 16.37712355 19.239664 19.410542 19.933252 20.152273 20.24095 
158.28521809 19.83777862 18.545288 18.513607 18.937115 19.256563 19.592243 
158.33528824 37.27553467 19.262903 18.825191 18.929607 19.037178 19.108486 
158.36072562 44.50568958 20.399231 20.205212 20.543505 20.799015 20.974617 
158.36107093 28.50803712 19.448692 19.196262 19.504009 19.708851 20.007235 
158.38404722 14.7676925 18.577084 18.047415 17.908159 17.897226 17.999765 
158.41348306 31.53372743 19.119295 18.826717 19.125671 19.408739 19.7239 
158.45859817 60.73376117 18.532925 18.411871 18.698198 19.004438 19.217834 
158.45945934 63.27077014 19.881762 19.679926 19.954567 20.175938 20.383512 
158.46508797 -0.33582987 20.362164 20.231602 20.511456 20.725309 21.256516 
158.46764411 52.5730451 19.537376 19.078247 19.248289 19.433586 19.587181 
158.49104135 38.01787383 20.301188 19.992685 20.212997 20.526829 20.672848 
158.51654213 35.45208625 20.01203 19.465305 19.373919 19.356327 19.377907 
158.52755036 27.08607623 20.164263 19.881601 20.208242 20.488142 20.619051 
158.53794486 65.57364296 19.999218 20.154011 20.625063 20.799957 21.110106 
158.57057816 8.02108573 19.670202 19.619814 20.012712 20.334835 20.767693 
158.59968385 66.34801035 20.183868 19.765633 19.969542 20.168972 20.313725 
158.60564104 7.38950949 19.259787 18.972364 19.233294 19.489799 19.723103 
158.62252551 51.29097987 18.630915 18.522964 18.893162 19.201014 19.495907 
158.62716567 2.42524165 19.288368 18.716055 18.545885 18.516804 18.526281 
158.64273929 50.48234318 17.711401 17.442774 17.751339 18.009554 18.205685 
158.64299998 7.13246883 18.348391 18.405571 18.711893 18.9153 19.418118 
158.64846122 27.83418493 19.617142 19.669262 20.104792 20.441374 20.484777 
158.66181357 27.60335935 20.057928 19.851259 20.329716 20.559416 20.746643 
158.69652143 23.05164564 20.31065 20.013697 20.159258 20.402079 20.826649 
158.70069027 60.29427282 18.562895 18.116764 18.287544 18.532637 18.767309 
158.70386399 0.86705957 19.519831 19.029976 19.08753 19.156666 19.240776 
158.71265885 29.26712801 19.843218 19.486238 19.714701 20.007256 20.148094 
158.72692734 52.50034902 19.773584 19.618507 19.822493 20.027166 20.329613 
158.74507504 37.50454672 20.052595 19.639404 19.599102 19.639637 19.793209 
158.75059402 18.13073456 17.800339 17.641243 18.014627 18.21397 18.526274 
158.77274934 48.94472853 19.078758 18.867855 19.215202 19.463907 19.863741 
158.79898979 22.42545529 19.106438 18.961454 19.28027 19.534847 19.691851 
158.80774857 32.13999758 18.843288 18.506987 18.747292 18.970152 19.287067 
158.80922541 65.26834621 19.895704 19.536133 19.814705 20.052752 20.256464 
158.81223142 30.15841645 19.715279 19.210052 19.434658 19.563278 19.856266 
158.83450708 33.12705394 19.180092 19.284428 19.688211 19.959293 20.244467 
158.83895507 61.11743475 18.485321 18.472153 18.822128 19.086346 19.640158 
158.85400471 7.11437234 19.878511 20.04372 20.464048 20.688192 21.163374 
158.87409136 37.92640406 20.611708 20.403597 20.669676 21.014982 21.152931 
158.87876506 58.70844763 20.1663 19.825035 20.076145 20.248077 20.278557 
158.88912626 8.44999675 19.574739 19.675053 20.063108 20.388592 20.912415 
158.8930848 43.1544046 20.327751 20.202423 20.6485 20.80279 21.619152 
158.89920843 59.33536016 20.483086 20.4174 20.686899 20.882568 21.718777 
158.90515614 26.14730491 17.785782 17.56716 17.835861 18.053406 18.321247 
158.91996431 7.4546632 18.862358 18.404818 18.211264 18.184061 18.210306 
158.92066412 39.20739286 18.808241 18.318275 18.504341 18.89373 18.973427 
158.93191949 61.26502226 20.182634 20.164274 20.428005 20.618565 21.329985 
158.93330447 23.96237389 19.108194 18.772583 18.867517 18.977726 19.162834 
158.93898533 49.33395285 18.265043 17.823555 17.931631 18.083376 18.231888 
158.94455879 26.94049221 20.150002 19.645048 19.833082 20.02173 20.29648 
158.95497844 19.94074263 19.073187 18.692495 18.929277 19.149021 19.362658 
158.95593371 15.69595409 17.79825 17.653591 17.985773 18.254444 18.544674 
158.95653661 7.62405507 19.235258 19.275429 19.599308 19.982088 20.162441 
158.96616047 50.11880457 19.705502 19.94964 20.442883 20.884344 20.794191 
158.98325906 61.16658333 20.318075 19.966179 20.160917 20.49896 20.417814 
158.98443283 32.3388447 20.028261 19.910072 20.216545 20.56373 20.912201 
158.99416419 16.5361601 19.46969 19.146694 19.28833 19.471506 19.585392 
159.03477116 31.54455313 18.869511 18.692902 19.056372 19.325361 19.639935 
159.03997698 49.63157816 19.717896 19.690651 20.119476 20.440222 20.390169 
159.04240959 13.50351964 19.355333 18.968576 18.993099 19.12682 19.266457 
159.04825824 59.6593762 19.994892 19.486237 19.597269 19.784979 19.827198 
159.05449014 43.57693397 20.171106 20.105392 20.416847 20.70892 21.111946 
159.07146753 16.77883442 19.161173 19.112171 19.433565 19.743513 20.0361 
159.08509875 38.89350324 20.545731 20.205261 20.448389 20.679043 21.022778 
159.08888614 64.12762371 20.202068 20.290276 20.732809 21.146646 21.150021 
159.11835409 33.92574724 19.32552 19.450687 19.84824 20.171488 20.384071 
159.11893679 34.05849553 20.157389 19.872923 20.144835 20.271679 20.658766 
159.14860384 -0.01012303 19.334051 18.911198 19.104128 19.381979 19.451963 
159.15481219 7.16334102 19.150421 19.087627 18.764547 18.906382 19.052708 
159.1675474 12.99075848 17.420204 17.417398 17.803158 18.085155 18.43858 
159.17389622 51.35612129 19.330721 18.902664 18.93766 19.016132 19.136347 
159.17607908 21.25774907 17.866014 17.520092 17.672741 17.839397 18.071529 
159.19205339 23.91234922 20.445997 20.043003 20.104708 20.316269 20.402525 
159.19990435 -0.54367481 18.839727 18.462019 18.467457 18.58844 18.760914 
159.20412411 62.03175265 19.826523 19.602331 19.916147 20.18914 20.456074 
159.20764347 60.61413463 20.38979 19.905973 19.991823 20.048176 20.035908 
159.21342525 6.25268677 18.277502 18.121399 18.439655 18.706934 18.951637 
159.22745069 37.47700444 17.388279 17.323101 17.695313 17.976706 18.171297 
159.25409328 57.78188529 20.655367 20.241596 20.46714 20.713295 21.107388 
159.27744511 37.00070691 20.531363 20.124525 20.057745 20.116543 20.218224 
159.3156888 44.50369836 19.908737 20.204718 20.623045 20.917065 21.090843 
159.31683106 38.53858983 19.534727 19.193207 19.456705 19.657131 19.922043 
159.32536796 44.59084998 19.651899 19.660959 20.104986 20.352095 20.640659 
159.34648354 25.55827444 17.587616 17.32708 17.639071 17.87854 18.114853 
159.35250039 5.96558605 19.894279 19.531338 19.800268 19.991123 20.178398 
159.36617843 19.11156681 18.822905 18.936699 19.191942 19.479595 19.843538 
159.37785663 39.06872783 20.42646 20.110336 20.38615 21.332581 20.664656 
159.39091878 3.87542655 18.274677 17.85487 17.857567 17.966509 18.137419 
159.42030272 59.5808868 20.26082 20.025238 20.1192 20.382191 20.822037 
159.43117432 48.95576405 15.267384 15.262655 15.63313 15.957546 16.257544 
159.43606047 52.51169545 18.392136 18.12578 18.346525 18.591902 18.819561 
159.44443644 63.07810137 18.342272 17.845938 17.74711 17.735907 17.840906 
159.44743105 7.13253646 20.145222 20.001102 20.298588 20.549671 20.953665 
159.4488174 19.92442809 20.418337 20.001005 20.182205 20.408213 20.539509 
159.46334016 52.39029539 19.808022 19.741833 20.161486 20.343145 20.776056 
159.46880062 54.30625624 18.466444 18.167618 18.133362 18.191793 18.31365 
159.48636029 7.54609977 19.649721 19.523647 19.873363 20.126823 20.492258 
159.50100161 27.59883536 18.96015 18.498585 18.539003 18.638857 18.767117 
159.52545075 57.97939884 19.056887 18.725771 18.75429 18.817459 19.020355 
159.53096236 51.77472759 19.011625 18.908934 19.280266 19.616024 19.763239 
159.53675921 63.44825466 19.946554 19.473015 19.727358 19.974272 20.174112 
159.58937447 44.83259981 17.949594 17.60256 17.848417 18.086287 18.356146 
159.58945402 61.09664853 19.580078 19.498598 19.794373 20.118526 20.701023 
159.59165153 61.31278657 19.747438 19.900537 20.291336 20.608377 20.889856 
159.59197852 30.67998183 19.968729 19.934938 20.363964 20.556421 21.051224 
159.59818179 44.0344091 18.37529 18.436705 18.859669 19.123928 19.449833 
159.63957821 -0.3332568 18.353947 18.320711 18.649498 18.961004 19.390808 
159.65047079 30.19077103 19.724558 19.852087 20.370762 20.789824 20.871363 
159.65716295 2.04147235 18.887239 18.348164 18.186464 18.168873 18.226892 
159.66174089 64.04572748 20.171303 20.191803 20.563856 20.832853 21.047953 
159.67009079 26.23419717 19.179758 18.734653 18.968622 19.228161 19.539385 
159.70535488 34.17838569 19.639479 19.503214 19.83445 20.106638 20.625154 
159.71161282 44.8075952 20.30599 19.787132 19.647207 19.662165 19.735003 
159.7282542 16.09565283 18.775274 18.977846 19.403568 19.751379 20.159039 
159.75510686 6.6984977 19.790262 19.445408 19.732899 19.923477 20.115915 
159.77498325 65.76540749 17.773912 17.894672 18.286148 18.59897 18.867075 
159.78075442 8.3113533 16.228479 16.186251 16.588711 16.834188 17.129429 
159.78747977 24.8000834 19.455313 19.028532 18.992716 19.082169 19.204922 
159.79297678 36.79979514 20.720827 20.341114 20.471043 20.705856 20.729301 
159.79600863 36.17345277 19.951124 19.344095 19.039295 18.917606 18.898893 
159.80380269 17.65370914 20.138824 19.441776 19.093119 18.991285 18.901241 
159.80960297 41.03793042 18.426859 18.118948 18.383663 18.611792 18.917351 
159.83182882 20.68037163 19.301929 18.813738 18.867649 18.989407 19.042635 
159.85302141 19.43725644 18.321848 18.698511 19.155331 19.484898 19.793629 
159.8708359 54.83713811 18.321754 17.794294 17.854361 18.036386 18.135523 
159.88701816 24.32986544 18.887842 18.441074 18.502546 18.616413 18.699516 
159.89198468 60.46248093 19.755426 19.425064 19.700893 19.9496 19.810091 
159.89745896 8.7664143 17.356176 17.36091 17.698526 18.03194 18.299173 
159.90002679 16.91696017 17.998867 17.623854 17.843615 18.074024 18.310137 
159.90474992 62.27011657 20.528305 20.085609 20.091614 20.148821 20.132828 
159.91156164 41.59319561 18.176249 17.756973 17.608343 17.624565 17.695108 
159.92355245 29.50206584 19.95437 19.551054 19.725458 19.881378 20.132692 
159.95082846 66.64408714 19.411987 19.444229 19.735502 20.000027 20.014908 
159.95416015 32.0113218 19.83267 19.446789 19.594522 19.801744 19.926775 
159.95555744 52.21909048 19.631584 19.165892 19.35084 19.535141 19.87484 
159.97132479 16.75674168 19.690451 19.071346 19.321297 19.534115 19.702816 
159.97951866 38.01028627 18.52887 18.013197 17.830063 17.795797 17.838306 
159.99081503 64.80929211 20.811409 20.30361 20.301662 20.433134 20.742847 
160.05050326 51.9646743 20.662821 20.270401 20.421965 20.629637 20.657669 
160.05148011 39.71975016 18.22522 17.826859 17.709421 17.708254 17.793589 
160.06681688 51.11188944 20.336531 19.967688 20.288967 20.577091 20.737436 
160.0802968 5.86944869 19.124523 19.152674 19.447268 19.707342 20.049515 
160.09237844 26.11041401 19.410759 18.993847 19.037899 19.120649 19.17901 
160.12382374 30.1634805 19.70479 19.289021 19.148979 19.139229 19.248959 
160.14002361 62.68243174 19.890463 19.539907 19.701674 19.945175 20.146427 
160.16041406 38.13969198 17.832523 17.792273 18.136703 18.396887 18.6926 
160.18523714 62.1535698 20.699938 20.352074 20.48851 20.547916 20.478621 
160.2289492 9.58758179 18.156506 17.854753 18.185537 18.453392 18.729559 
160.24749455 33.93091005 19.82699 19.422626 19.684498 19.904207 20.019899 
160.25233372 1.15261541 19.398853 18.911091 18.960781 19.084942 19.110077 
160.25795671 37.23322566 18.263531 18.150015 18.522942 18.844164 19.097469 
160.27191146 29.8669227 20.432386 20.076588 20.339222 20.641333 20.703928 
160.27330411 35.61676999 20.357502 19.902708 20.099794 20.3008 20.461395 
160.29342571 27.06351493 18.472063 18.106785 18.236465 18.411163 18.768257 
160.30349603 31.68433178 19.751652 19.436478 19.526564 19.684155 19.944139 
160.32323702 32.67704803 20.796503 20.340616 20.36577 20.45439 20.683357 
160.33529607 35.08270313 19.595024 19.28047 19.601984 19.857658 20.247814 
160.392336 44.08783415 21.049545 20.168882 19.789 19.63105 19.546343 
160.39241315 6.41235499 19.77845 19.763981 20.098709 20.392113 20.923527 
160.41831521 64.94061197 19.183533 18.868092 19.186213 19.39888 19.785213 
160.45121246 29.5100263 20.819273 20.372091 20.538303 20.626553 20.666582 
160.47720785 43.81383647 19.333826 19.035488 19.185125 19.448406 19.65337 
160.48845073 63.11712159 14.852375 14.94891 15.383822 15.652542 16.012121 
160.48963035 62.6341457 18.803463 18.762709 19.161356 19.466497 19.794825 
160.54892503 29.97446151 17.545467 17.624588 17.997713 18.347952 18.650244 
160.58729339 63.98201146 20.624758 20.338741 20.598925 20.846491 21.050682 
160.59227301 29.92708074 19.61064 19.197525 19.448664 19.706566 19.954 
160.61779949 17.77728408 18.673784 18.31119 18.318892 18.387987 18.525999 
160.64392546 12.47447989 19.308521 18.896627 18.965988 19.007139 19.130722 
160.65725155 30.30001336 17.795097 18.223585 18.74514 19.140472 19.631048 
160.67228365 64.28807158 20.785545 20.338396 20.333071 20.400778 20.352667 
160.67916496 65.31174808 17.973206 17.847395 18.123371 18.408436 18.761251 
160.68385665 28.18438091 18.79866 18.727381 19.105572 19.365864 19.836857 
160.68392692 31.03551953 20.055717 19.360655 19.058935 18.985659 18.929207 
160.71093096 -0.4456656 19.865309 19.578241 19.839819 20.079313 20.143337 
160.71541351 30.35773888 20.377899 19.904942 20.017159 20.181786 20.520977 
160.7156437 46.43758152 19.211246 18.745855 18.832024 18.886572 19.161652 
160.72498032 65.40716766 18.69676 19.029884 19.453766 19.9259 20.106447 
160.72674543 24.72771966 18.53323 18.141685 18.361843 18.478262 18.666943 
160.75304496 13.2651237 19.682188 19.203987 19.078047 19.133114 19.24892 
160.75676676 66.48683309 20.484497 20.097406 20.441967 20.72677 20.961962 
160.75752263 8.32461571 19.794823 19.378201 19.371765 19.514664 19.858637 
160.77000466 37.91249719 20.601156 20.219578 20.297255 20.379816 20.531702 
160.79384431 21.58241141 18.544596 18.572365 19.004717 19.301798 19.686058 
160.79700915 59.52820022 20.674934 20.190897 20.312372 20.381741 20.795961 
160.81221838 8.38077485 19.800491 19.481529 19.829788 20.085285 20.497311 
160.82767225 49.73780046 19.700848 19.271235 19.615534 19.853691 20.079329 
160.83820683 3.10845177 17.923573 17.814674 18.145008 18.421843 18.6919 
160.8854275 29.95095372 18.956964 19.205891 19.608725 20.022419 20.94688 
160.88589674 44.89137422 16.253782 16.64707 17.166433 17.535643 17.835201 
160.9224209 37.49916943 19.447672 19.192059 19.43116 19.602282 19.899611 
160.92307686 8.93284288 17.370918 17.11492 17.443031 17.687021 17.976444 
160.97848765 5.94148716 19.212181 18.834623 18.870825 18.977757 19.169653 
161.00436431 40.11702157 17.528294 17.620556 18.031977 18.2274 18.595581 
161.04742496 2.24350603 18.466209 17.956648 17.772438 17.755085 17.77549 
161.05683369 34.87076142 20.475082 20.020708 20.185034 20.400007 20.544466 
161.07565646 25.32493252 19.92909 19.355947 19.136347 19.139616 19.114214 
161.0791856 40.9313977 16.65379 16.837652 17.240463 17.565727 17.866884 
161.08224652 31.71288585 20.533197 20.205582 20.193918 20.256367 20.299833 
161.08764995 43.53234981 18.901079 18.497375 18.541241 18.597429 18.667856 
161.13160617 26.17567898 19.866945 19.420759 19.580057 19.727444 19.888254 
161.15399502 45.4219262 18.576092 18.222971 18.462954 18.661039 18.916798 
161.15936428 6.31092865 19.942392 19.654694 19.907051 20.261169 20.57814 
161.16682029 27.51438873 18.64142 18.230198 18.147892 18.171532 18.252542 
161.19944863 29.3610379 20.261974 19.470003 19.123964 18.972498 18.981312 
161.19964833 19.71954321 18.104189 17.60924 17.503252 17.512512 17.567413 
161.20327865 36.54377128 19.636095 19.162106 19.370525 19.526751 19.627262 
161.21981487 26.76061064 18.225033 17.80003 17.751074 17.783758 17.859182 
161.2383736 35.78024654 19.552828 19.410563 19.748035 20.108723 20.368053 
161.24817427 21.8497624 19.051252 18.606304 18.465849 18.462851 18.489882 
161.26257312 25.88851666 20.359924 19.984253 19.910311 19.935175 20.055775 
161.28607476 62.77619971 20.876791 20.454805 20.768702 21.133228 21.399305 
161.29319641 48.50834951 19.180281 18.764694 18.732887 18.772392 18.839304 
161.33264352 6.51618994 20.392357 19.903032 19.802042 19.802711 19.992588 
161.35254269 41.74441427 19.692987 19.205215 19.095312 19.100849 19.18461 
161.36888261 31.75446981 19.557722 20.009907 20.487949 20.84194 20.752842 
161.37663016 29.94029454 19.982349 19.547281 19.631128 19.785801 20.099077 
161.40586285 40.09327887 19.280142 18.843948 18.798857 18.780167 18.882872 
161.40900746 8.34821518 16.35342 16.308971 16.655315 16.966734 17.288746 
161.41056943 61.82804713 20.732521 20.314335 20.444826 20.722162 20.931042 
161.43611985 64.56238815 19.747097 19.263214 19.349407 19.429398 19.625114 
161.44735001 8.98652966 19.293694 18.981739 19.26231 19.523529 19.879171 
161.46261019 37.42986569 20.811726 20.322887 20.502823 20.713194 20.906605 
161.47444203 7.61906908 18.748766 18.849047 19.228594 19.595285 19.867689 
161.48578693 11.79290934 18.854464 18.867929 19.25326 19.6341 19.792585 
161.48981983 31.71775094 20.769106 20.419104 20.393671 20.550802 20.384624 
161.55344948 22.74506531 19.289587 18.873371 18.730185 18.732315 18.772945 
161.56146771 4.9232442 18.353769 18.801523 19.331739 19.713917 19.982996 
161.56374308 59.53868284 19.673786 19.215591 19.408724 19.581413 19.768303 
161.56558942 33.3148058 17.746534 17.83255 18.251066 18.550421 18.845993 
161.58797653 14.79413198 19.510004 19.157293 19.030184 19.059755 19.107075 
161.58897096 61.6258922 19.677668 19.797909 20.14344 20.44713 20.593178 
161.59699296 2.71015599 16.430431 16.034124 16.257851 16.4779 16.714027 
161.60468622 52.2149279 19.74954 19.381611 19.654108 19.820967 20.040257 
161.61857479 45.95848142 19.027473 18.685537 18.930799 19.178005 19.426975 
161.62736956 40.98493677 19.674109 19.077578 18.920412 18.880114 18.925993 
161.6329731 65.86325636 20.224531 20.180908 20.461454 20.772127 21.218853 
161.65956773 59.22280073 19.514475 19.184517 19.251215 19.433748 19.700764 
161.6911463 50.18330669 18.082218 17.863085 18.155378 18.443645 18.652163 
161.7002128 45.20684426 19.21839 18.767782 18.947662 19.139523 19.265732 
161.71050846 51.00792693 18.35191 17.904819 18.301661 18.562635 18.814486 
161.7109753 53.58927488 18.355505 18.051971 18.34133 18.605549 18.799507 
161.7261182 60.94873502 19.71018 19.396076 19.656649 19.883869 20.101343 
161.72676356 -1.11780509 20.154196 19.843008 20.006847 20.19577 20.470695 
161.74258094 20.89066306 19.100121 18.524694 18.386597 18.340034 18.439217 
161.74645347 32.00815308 19.67116 19.718273 20.108126 20.38748 20.843069 
161.74907344 37.76577412 16.744591 16.712751 17.074589 17.371561 17.688892 
161.75161466 63.42595274 20.630047 20.102312 20.320091 20.489655 20.405375 
161.7803106 29.32635789 18.922182 18.476725 18.333675 18.333651 18.458372 
161.78819998 34.89625135 16.981594 16.484936 16.465685 16.49888 16.594343 
161.78929396 60.84336429 20.219053 19.967016 20.283733 20.556503 20.847477 
161.79418264 45.1666343 18.2934 17.831797 17.819927 17.802813 17.932224 
161.8008577 1.47127966 20.455898 20.415257 20.626013 20.900581 21.210186 
161.82130802 33.07156196 17.835642 17.892179 18.383093 18.586382 18.870995 
161.82427375 28.47065211 20.328012 19.833096 19.773203 19.714993 20.032167 
161.83004223 53.39349783 19.240025 19.359632 19.830561 20.186377 20.313231 
161.84112344 62.65689393 20.675341 20.40033 20.843737 21.159822 21.554718 
161.85050488 60.82564934 19.856516 19.85594 20.313051 20.68718 20.734989 
161.85747571 32.0619012 20.752024 20.339252 20.414938 20.455034 20.522242 
161.875349 60.91594329 20.312963 20.177032 20.436138 20.666838 21.59787 
161.8955807 34.79023348 19.944521 19.56724 19.770437 20.001518 20.110344 
161.90968485 5.68172473 18.510845 18.309534 18.59573 18.854849 19.109743 
161.91248919 3.23177793 19.445942 19.005873 19.040184 19.276134 19.535603 
161.93389414 66.62619699 17.819601 17.748629 18.105295 18.423824 18.711349 
161.95828228 -0.90149833 20.562912 20.429712 20.693405 20.896448 20.477295 
161.97764085 6.8235466 20.287487 20.139997 20.495584 20.877157 21.173492 
161.98524128 47.55161277 20.522367 20.097414 20.095545 20.197001 20.160315 
162.00657512 31.72019063 19.4723 19.075949 19.338324 19.530499 19.878252 
162.01728772 61.43529103 20.427715 20.421801 20.708746 20.851254 21.650957 
162.13700414 66.97916765 19.853846 19.404589 19.503321 19.659819 19.656643 
162.14605947 31.25495958 18.913069 18.580805 18.870594 19.135065 19.427176 
162.1504153 5.79412517 19.290215 19.41243 19.843353 20.121462 20.36408 
162.15818051 -0.20439619 20.59173 20.260609 20.457911 20.793663 20.795759 
162.16468209 47.84382991 19.668423 19.62492 20.118963 20.353643 20.603045 
162.1678478 38.06871605 20.345234 20.189987 20.463209 20.806562 20.702324 
162.19888771 9.81140567 18.23872 17.752222 18.003151 18.19771 18.351202 
162.22574085 35.77891924 19.288603 18.788122 18.809021 18.884954 18.929926 
162.26266153 3.4775798 19.978611 19.653845 19.840759 20.111502 20.014265 
162.28482883 31.05159694 20.722015 20.438726 20.466372 20.481813 20.554705 
162.28798982 46.50299176 20.432478 20.307554 20.66256 20.868868 21.128607 
162.29772296 60.65828079 20.571571 20.386454 20.683891 20.889133 22.250885 
162.30272186 -0.1485862 18.983028 18.441528 18.188847 18.10647 18.121496 
162.30761912 0.1000572 19.181913 19.178289 19.590191 19.835451 20.064899 
162.31196743 27.57626327 19.723019 19.607393 19.971457 20.209435 20.326389 
162.31917879 8.34081684 20.622524 20.125565 20.327093 20.501102 20.757019 
162.32257629 49.07373278 20.848726 20.478056 20.481558 20.804174 21.179766 
162.32796924 24.61474862 19.779623 19.805933 20.161182 20.454954 20.437174 
162.33986803 60.67828882 20.373447 20.423992 20.83268 21.070715 21.628214 
162.34158229 10.3954835 16.93265 17.393938 17.857676 18.244816 18.526384 
162.35481468 60.89227155 20.292997 20.06934 20.311985 20.638765 20.7047 
162.36983369 9.98305217 18.172232 17.633238 17.434378 17.38596 17.422285 
162.37035334 27.90625706 15.698575 15.348828 15.509171 15.726975 15.960484 
162.3755359 27.10687221 17.807961 17.36904 17.459503 17.506294 17.714314 
162.38596659 64.24572722 20.399628 20.308718 20.713266 21.040268 21.520445 
162.38993118 2.41436476 20.010233 19.497845 19.291149 19.198643 19.232332 
162.40103234 62.08452707 19.811813 19.324574 19.578012 19.693447 19.946411 
162.40460132 12.80773735 19.244934 18.845554 18.84577 18.957417 19.143936 
162.4070104 53.54047177 19.711567 19.559204 19.906721 20.154409 20.386467 
162.41495569 61.73808668 19.123087 19.23106 19.61414 19.970695 20.206146 
162.41582807 9.53563226 18.69034 18.256758 18.347652 18.520765 18.756147 
162.41681522 6.77974912 19.759846 19.383144 19.588425 19.788198 20.013174 
162.42661166 8.94511946 19.671051 19.448603 19.743832 20.06691 20.295591 
162.44349371 0.60976315 17.218935 17.272524 17.631933 17.935272 18.221085 
162.46287806 34.37006968 19.137478 18.754801 18.744734 18.75948 18.932487 
162.47272272 30.75093773 18.528158 18.137075 18.384127 18.62417 18.869774 
162.47684188 0.65872225 19.098049 18.847025 19.105227 19.358036 19.536772 
162.49913832 -0.78864415 18.194128 17.804846 18.014961 18.292315 18.281143 
162.500107 47.72141835 18.181078 17.910255 18.215088 18.510746 18.758341 
162.50567 13.08733107 19.746328 19.260317 19.136566 19.074575 19.08419 
162.51709554 50.8685286 20.149668 20.199545 20.647989 20.843107 21.130531 
162.5309759 46.33558341 19.375088 19.013035 19.009008 19.072874 19.229532 
162.53984074 32.59993833 19.708349 19.732784 20.105719 20.490776 20.67918 
162.5422827 2.93073179 19.934597 20.040287 20.35807 20.830765 21.184935 
162.56968579 66.43053431 20.617172 20.361486 20.584284 20.8806 21.264326 
162.5978868 52.76076964 18.235107 18.426352 18.893753 19.260887 19.625013 
162.6390926 27.76944318 19.017536 18.62883 18.650866 18.772802 18.936213 
162.64650801 29.26205784 19.930548 19.806877 20.216681 20.476477 20.585932 
162.64651064 56.65524993 19.307381 18.834337 18.750254 18.716019 18.90164 
162.65225207 28.01211644 19.803114 19.389044 19.445133 19.6106 19.796282 
162.67031706 46.78458999 18.713663 19.066233 19.579977 19.896549 20.189066 
162.67764219 -1.14178061 20.065243 20.429575 20.862034 21.146982 21.744862 
162.6872428 -0.79124497 20.369202 20.254253 20.549582 20.725323 21.466688 
162.70192661 36.67901511 20.03068 19.597452 19.738249 19.917461 20.214727 
162.70911989 28.37233721 19.372066 19.004185 19.118235 19.370169 19.364069 
162.71649947 50.97771742 19.398491 19.377901 19.723707 19.977341 20.048357 
162.71899768 64.25488372 19.346233 19.690361 20.156124 20.387218 20.742455 
162.73827203 34.44476967 19.393852 18.667807 18.368124 18.279686 18.303383 
162.75223107 48.67206711 19.251225 19.550152 20.016947 20.419224 20.711962 
162.75820667 1.14075716 17.197462 17.562899 18.033094 18.391195 18.709562 
162.76115577 8.50416636 19.834797 19.303955 19.228138 19.254747 19.479086 
162.82091526 9.85098018 19.880293 19.925499 20.359798 20.625008 20.995529 
